,y_test,y_hat,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
4127,0,0,0.74,1.0,4,199,4,0,0,0,management,high
9530,0,0,0.55,0.55,4,257,3,0,0,0,product_mng,low
7495,0,0,0.5,0.96,4,274,3,0,0,0,sales,low
12944,0,0,0.61,0.9,3,224,3,0,0,0,support,low
1137,1,1,0.87,0.88,5,262,6,0,1,0,sales,low
7306,0,0,0.8,0.97,4,259,2,0,0,0,support,low
898,1,1,0.11,0.77,7,273,4,0,1,0,management,low
14758,1,1,0.37,0.5,2,141,3,0,1,0,sales,low
12828,0,0,0.66,0.56,4,185,3,0,0,0,sales,medium
5387,0,0,0.65,0.87,4,267,2,0,0,0,technical,low
3608,0,0,0.89,0.66,5,224,2,0,0,0,sales,medium
5078,0,0,0.71,0.95,3,150,2,0,0,0,technical,low
14319,1,1,0.71,0.87,3,177,4,0,1,0,hr,medium
122,1,1,0.75,1.0,4,216,6,0,1,0,technical,low
12415,1,1,0.42,0.48,2,155,3,0,1,0,hr,medium
11167,0,0,0.55,0.96,3,194,3,0,0,0,product_mng,medium
14654,1,1,0.81,0.98,5,245,5,0,1,0,IT,low
6411,0,0,0.59,0.75,4,190,2,0,0,0,sales,medium
4617,0,0,0.79,0.87,5,240,2,1,0,0,technical,medium
4975,0,0,0.86,0.94,5,209,4,0,0,0,sales,low
9250,0,0,0.96,0.95,4,265,2,0,0,0,sales,low
2172,0,0,0.71,0.54,4,215,3,0,0,0,technical,medium
3866,0,0,0.7,0.9,4,216,3,0,0,0,support,low
10973,0,0,0.67,0.63,3,227,3,0,0,0,technical,medium
7778,0,0,0.89,0.56,4,241,5,0,0,0,IT,low
3136,0,0,0.91,0.54,3,210,2,0,0,0,marketing,low
12145,1,1,0.41,0.46,2,151,3,0,1,0,product_mng,low
6009,0,0,0.7,0.8,4,183,2,0,0,0,support,medium
6270,0,0,0.73,0.49,3,168,2,1,0,0,sales,low
14788,1,1,0.57,0.72,4,275,6,0,1,0,technical,medium
8093,0,0,0.78,0.77,2,177,4,0,0,0,support,low
8716,0,0,0.55,0.99,4,238,3,0,0,0,sales,low
13466,0,0,0.99,0.66,3,181,2,0,0,0,IT,medium
401,1,1,0.76,0.92,4,246,5,0,1,0,sales,low
3451,0,0,0.72,0.95,4,216,3,0,0,0,sales,low
10449,0,0,0.46,0.82,2,189,5,0,0,0,product_mng,low
2573,0,0,0.67,0.71,3,190,3,1,0,0,support,medium
721,1,1,0.31,0.87,4,184,3,0,1,0,technical,low
9278,0,0,0.16,0.73,6,170,3,0,0,0,technical,low
7361,0,0,0.97,0.95,3,257,2,0,0,0,hr,medium
12552,1,1,0.82,0.85,5,248,5,0,1,0,sales,low
13149,0,0,0.85,0.98,5,222,3,0,0,1,sales,medium
3468,0,0,1.0,0.79,5,152,4,0,0,0,hr,medium
5556,0,0,0.85,0.56,5,203,3,0,0,0,management,high
9467,0,0,0.66,0.56,5,202,3,0,0,0,support,medium
5923,0,0,0.41,0.77,4,231,6,0,0,0,technical,low
6566,0,0,0.91,0.82,4,259,3,0,0,0,technical,medium
9033,0,0,0.77,0.66,3,147,2,0,0,0,sales,medium
13529,0,0,0.75,0.94,5,194,4,0,0,0,technical,low
5775,0,0,0.86,0.69,5,157,4,0,0,0,support,low
14615,1,1,0.76,0.87,5,245,5,0,1,0,sales,low
14441,1,1,0.42,0.47,2,159,3,0,1,0,marketing,low
5430,0,0,0.48,0.97,3,224,6,0,0,0,sales,medium
9717,0,0,0.73,0.89,5,223,3,0,0,0,sales,low
3842,0,0,0.44,0.81,3,248,2,0,0,0,accounting,medium
13292,0,0,0.94,0.49,4,176,8,0,0,0,management,medium
8959,0,0,0.32,0.67,5,224,4,1,0,0,accounting,medium
10871,0,0,0.58,0.48,3,135,3,1,0,0,hr,medium
2253,0,0,0.22,0.52,6,175,4,0,0,0,technical,medium
8616,0,0,0.99,0.48,3,104,3,0,0,0,product_mng,medium
6153,0,0,0.65,0.6,3,142,2,0,0,0,support,high
545,1,1,0.78,1.0,5,236,5,0,1,0,sales,medium
5628,0,0,0.89,0.84,3,166,2,0,0,0,support,high
3517,0,0,0.53,0.98,2,163,3,0,0,0,marketing,low
3648,0,0,0.75,0.83,4,229,2,0,0,0,IT,medium
11372,0,0,0.98,0.74,3,185,3,0,0,0,sales,medium
2646,0,0,0.78,0.89,3,253,3,0,0,0,support,high
11291,0,0,0.62,0.91,3,251,10,0,0,0,sales,medium
909,1,1,0.92,0.9,5,248,5,0,1,0,sales,low
2497,0,0,0.85,0.78,4,106,2,0,0,0,technical,low
1609,1,0,0.85,1.0,6,260,3,1,1,0,management,low
12182,1,1,0.89,0.99,5,257,5,0,1,0,accounting,medium
12831,0,0,0.39,0.37,5,156,4,0,0,0,sales,medium
5582,0,0,0.66,0.99,4,209,3,0,0,0,sales,medium
12235,1,1,0.83,0.85,4,255,5,0,1,0,management,low
1935,1,1,0.39,0.45,2,140,3,0,1,0,sales,medium
12451,1,1,0.85,0.98,5,248,5,0,1,0,product_mng,medium
5526,0,0,0.84,0.78,5,172,2,0,0,1,accounting,high
10696,0,0,0.82,0.67,3,229,3,0,0,0,sales,medium
3292,0,0,0.5,0.56,5,185,2,0,0,0,sales,high
5120,0,0,0.68,0.72,3,213,3,0,0,1,marketing,medium
10026,0,0,0.56,0.75,4,141,3,0,0,0,sales,low
3823,0,0,0.37,0.88,4,155,3,0,0,0,sales,medium
6910,0,0,0.88,1.0,3,125,3,0,0,0,technical,medium
630,1,1,0.1,0.9,7,286,4,0,1,0,sales,low
6913,0,0,0.24,0.48,4,145,3,1,0,0,technical,high
478,1,1,0.76,0.83,5,227,5,0,1,0,sales,low
13026,0,0,0.83,0.73,4,247,2,0,0,0,support,medium
9924,0,0,0.77,0.93,3,227,3,0,0,0,management,high
10034,0,0,0.92,0.65,4,260,2,0,0,0,hr,low
13444,0,0,0.7,0.85,4,142,2,0,0,0,support,low
2187,0,0,0.42,0.54,3,122,4,0,0,0,support,low
11219,0,0,0.48,0.42,2,275,6,1,0,1,hr,medium
8325,0,0,0.61,0.89,3,201,2,0,0,0,technical,low
10422,0,0,0.62,0.89,4,254,3,1,0,0,technical,low
3821,0,0,0.87,0.74,4,265,4,0,0,0,marketing,medium
5138,0,0,0.61,0.65,2,117,2,1,0,0,sales,medium
12528,1,1,0.09,0.8,6,301,5,0,1,0,IT,medium
4868,0,0,0.86,0.55,3,269,2,0,0,0,management,low
12082,1,1,0.79,0.59,4,139,3,0,1,1,management,low
12945,0,0,0.67,0.49,3,185,3,0,0,0,support,low
1012,1,1,0.1,0.87,6,284,4,0,1,0,sales,medium
4025,0,0,0.12,0.58,3,241,2,0,0,0,technical,low
12930,0,0,0.9,0.57,4,185,3,1,0,0,technical,medium
9077,0,0,0.56,0.53,3,189,3,0,0,0,RandD,medium
4047,0,0,0.67,0.81,3,221,4,1,0,0,accounting,medium
390,1,1,0.78,1.0,4,253,5,0,1,0,marketing,low
10485,0,0,0.62,0.79,5,172,3,0,0,0,accounting,low
3858,0,0,0.5,0.65,3,215,2,0,0,0,technical,low
10924,0,0,0.92,0.67,2,252,2,0,0,0,sales,low
6751,0,0,0.58,0.91,3,124,2,0,0,0,technical,medium
6692,0,0,0.8,0.38,3,215,6,0,0,0,support,low
9391,0,0,0.62,0.63,5,153,6,0,0,0,technical,medium
4360,0,0,0.74,0.87,4,258,2,0,0,0,marketing,medium
1507,1,1,0.43,0.48,2,149,3,0,1,0,support,medium
2853,0,0,0.55,0.81,4,267,5,0,0,0,accounting,low
2350,0,0,0.83,0.52,3,167,2,1,0,0,IT,low
8312,0,0,0.83,0.51,4,215,3,0,0,0,product_mng,high
2713,0,0,0.83,0.7,5,154,3,0,0,0,technical,medium
1268,1,1,0.36,0.55,2,134,3,0,1,0,support,low
7656,0,0,0.53,0.71,3,125,2,1,0,0,sales,low
12900,0,0,0.89,0.49,4,275,3,0,0,0,management,medium
6316,0,0,0.78,0.5,4,155,4,0,0,0,technical,low
7989,0,1,0.36,0.45,2,135,3,1,0,0,support,high
14127,0,0,0.37,0.72,3,183,2,0,0,0,sales,low
3640,0,0,0.63,0.82,5,229,2,0,0,0,support,medium
14380,1,1,0.45,0.57,2,158,3,0,1,0,sales,low
4223,0,0,0.16,0.51,3,262,6,0,0,0,sales,low
5287,0,0,0.71,0.58,3,194,4,0,0,0,sales,low
6378,0,0,0.67,0.83,3,260,3,0,0,0,technical,low
9105,0,0,0.83,0.78,5,250,2,1,0,0,sales,low
1990,1,1,0.42,0.56,2,137,3,0,1,0,marketing,low
3745,0,0,0.52,0.56,4,225,2,0,0,0,marketing,medium
9397,0,0,0.49,0.83,3,172,2,0,0,0,sales,medium
4517,0,0,0.25,0.59,4,218,3,1,0,0,sales,low
3595,0,0,0.32,0.97,6,272,2,0,0,0,sales,low
9453,0,0,0.56,0.66,3,139,2,0,0,0,product_mng,low
13140,0,0,0.18,0.54,6,209,5,1,0,0,sales,low
9542,0,0,0.87,0.84,4,237,3,1,0,0,sales,medium
3495,0,0,0.66,0.87,3,186,2,0,0,0,IT,medium
11771,0,0,0.65,0.4,5,125,4,0,0,0,sales,low
5614,0,0,0.54,0.58,3,169,2,1,0,0,technical,high
7075,0,0,0.3,0.47,6,156,2,1,0,0,support,medium
10763,0,0,0.28,0.37,3,164,4,1,0,0,accounting,low
10471,0,0,0.49,0.61,3,240,3,0,0,0,sales,medium
13763,0,0,0.52,0.83,5,145,3,0,0,0,sales,medium
3160,0,0,0.54,0.5,2,123,4,1,0,0,accounting,low
12847,0,0,0.83,0.71,3,234,4,0,0,0,accounting,high
1674,1,0,0.56,0.86,5,252,2,0,1,0,IT,medium
1435,1,1,0.43,0.45,2,146,3,0,1,0,IT,medium
14526,1,1,0.73,0.86,4,245,6,0,1,0,sales,low
2081,0,0,0.93,0.53,5,198,3,0,0,0,sales,low
4957,0,0,0.78,0.55,3,144,2,0,0,0,RandD,low
6700,0,0,0.41,0.48,3,182,2,0,0,0,IT,low
4648,0,0,0.64,0.4,3,248,3,0,0,0,product_mng,medium
14747,1,1,0.11,0.85,6,305,4,0,1,0,accounting,medium
8815,0,0,0.93,0.84,3,159,3,0,0,0,technical,high
13552,0,0,0.77,0.91,4,239,3,1,0,0,product_mng,low
5977,0,0,0.85,0.49,3,258,3,0,0,0,sales,medium
3659,0,0,0.35,0.7,3,107,3,0,0,0,RandD,high
7032,0,0,0.6,0.52,4,190,3,0,0,0,sales,medium
9257,0,0,0.95,0.94,2,269,4,1,0,0,sales,low
4341,0,0,0.47,0.5,4,159,2,0,0,0,product_mng,low
12054,1,1,0.1,0.92,7,307,4,0,1,0,support,low
11422,0,0,0.55,0.58,3,254,2,0,0,0,management,high
1126,1,1,0.88,0.87,4,235,6,0,1,0,management,low
13931,0,0,0.31,0.63,3,150,3,1,0,0,sales,medium
1171,1,1,0.11,0.91,6,302,4,0,1,0,accounting,low
10745,0,0,0.84,0.86,3,199,3,0,0,0,IT,medium
14590,1,1,0.77,0.93,4,231,5,0,1,0,hr,medium
9281,0,0,0.32,0.64,3,151,3,0,0,0,support,low
6099,0,0,0.87,0.98,4,266,2,1,0,0,product_mng,high
1399,1,1,0.11,0.86,6,299,4,1,1,0,sales,low
1930,1,1,0.83,0.81,5,219,5,0,1,0,sales,low
6584,0,0,0.19,0.91,3,268,4,0,0,0,sales,low
2454,0,0,0.72,0.79,3,149,3,0,0,0,sales,medium
9151,0,0,0.86,0.9,5,180,4,0,0,0,product_mng,medium
10658,0,0,0.63,0.78,4,275,3,0,0,0,support,low
3352,0,0,0.94,0.88,4,270,3,0,0,0,IT,medium
11536,0,0,0.56,0.98,5,171,3,1,0,0,sales,low
4655,0,0,0.8,0.86,3,136,2,0,0,0,RandD,medium
3998,0,0,0.67,0.82,4,246,4,0,0,0,accounting,medium
508,1,1,0.38,0.55,2,158,3,0,1,0,support,low
14411,1,1,0.9,0.82,5,259,5,0,1,0,support,low
8453,0,0,0.18,0.76,5,173,4,0,0,0,support,medium
13847,0,0,0.41,0.67,6,221,10,0,0,0,marketing,medium
13402,0,0,0.47,0.56,4,226,3,0,0,0,marketing,low
8142,0,0,0.9,0.74,3,260,2,0,0,0,support,medium
3329,0,0,0.91,0.9,4,174,3,0,0,0,support,low
4083,0,0,0.96,0.83,4,132,6,0,0,0,technical,high
8464,0,0,0.84,0.52,3,232,4,0,0,0,product_mng,low
205,1,1,0.38,0.5,2,153,3,0,1,0,support,low
5750,0,0,0.75,0.71,4,209,3,0,0,0,sales,medium
7212,0,0,0.66,0.96,4,160,2,0,0,0,technical,medium
9623,0,0,0.57,0.64,4,151,2,0,0,0,management,medium
6213,0,0,0.9,0.8,4,240,3,0,0,0,hr,medium
3598,0,0,0.77,0.86,5,282,4,0,0,0,sales,low
13687,0,0,0.5,0.53,3,142,3,1,0,0,product_mng,medium
12550,1,1,0.11,0.96,6,298,4,0,1,0,sales,low
13565,0,0,0.62,0.97,2,271,3,0,0,0,sales,low
14694,1,1,0.42,0.54,2,143,3,1,1,0,sales,low
6491,0,0,0.81,0.77,3,204,3,0,0,0,management,high
4404,0,0,0.54,0.81,4,257,2,0,0,0,support,low
9490,0,0,0.93,0.87,4,257,2,0,0,0,sales,low
6042,0,0,0.72,0.76,3,269,3,1,0,0,sales,medium
12258,1,1,0.88,0.88,5,232,5,1,1,0,accounting,medium
3126,0,0,0.49,0.71,3,196,3,0,0,0,RandD,low
14545,1,1,0.1,0.81,6,290,4,0,1,0,accounting,medium
13992,0,0,0.51,0.71,2,180,3,0,0,0,product_mng,low
3502,0,0,0.81,0.6,4,179,3,0,0,0,product_mng,medium
6622,0,0,0.79,0.66,3,183,3,0,0,0,management,high
10313,0,0,0.53,0.85,5,268,3,1,0,0,sales,medium
7923,0,0,0.98,0.87,5,151,6,0,0,0,IT,medium
7077,0,1,0.9,0.85,4,279,6,0,0,0,support,medium
12917,0,0,0.93,0.59,3,273,2,1,0,0,sales,medium
7509,0,0,0.39,0.58,3,152,3,1,0,0,accounting,low
14498,1,1,0.11,0.79,6,292,4,0,1,1,technical,low
6208,0,0,0.83,0.69,4,233,2,0,0,0,sales,medium
8971,0,0,0.58,0.54,3,287,6,0,0,0,technical,medium
11474,0,0,0.77,0.65,3,156,4,0,0,0,product_mng,medium
8994,0,0,0.58,0.79,4,130,3,0,0,0,IT,medium
14864,1,1,0.37,0.51,2,132,3,0,1,0,technical,medium
404,1,1,0.76,0.87,5,245,5,0,1,0,sales,low
2398,0,0,0.54,0.93,4,161,4,1,0,0,hr,low
14836,1,1,0.78,0.98,5,263,6,0,1,0,sales,low
8035,0,0,0.75,0.71,4,205,3,0,0,0,sales,medium
11784,0,0,0.72,0.88,3,189,3,1,0,0,management,high
3245,0,0,0.45,0.37,6,226,2,0,0,0,technical,low
9701,0,0,0.66,0.49,3,206,2,0,0,0,marketing,medium
2708,0,0,0.49,0.77,4,218,2,0,0,0,technical,low
12686,1,1,0.1,0.96,7,255,4,0,1,0,marketing,medium
9788,0,0,0.86,0.7,4,197,3,0,0,0,sales,medium
6703,0,0,0.87,0.74,5,248,2,0,0,0,IT,low
2665,0,0,0.96,0.84,3,264,3,0,0,0,RandD,low
9336,0,0,0.97,0.66,4,218,3,0,0,0,sales,high
10729,0,0,0.68,0.78,5,233,3,0,0,0,technical,high
12427,1,1,0.55,0.6,3,180,4,0,1,0,technical,medium
7698,0,0,0.96,0.6,4,170,2,1,0,0,product_mng,low
2118,0,0,0.93,0.52,4,200,3,0,0,0,technical,low
6330,0,0,0.56,0.56,3,162,2,0,0,0,RandD,high
2926,0,0,0.82,0.84,3,139,2,1,0,0,sales,low
10928,0,0,0.98,0.58,3,183,3,0,0,0,sales,low
3935,0,0,0.55,0.57,3,266,2,0,0,0,technical,medium
4575,0,0,0.71,0.74,3,202,2,0,0,0,RandD,medium
4364,0,0,0.82,0.49,5,185,3,0,0,0,sales,low
9444,0,0,0.33,0.58,3,115,3,0,0,0,technical,low
2858,0,0,0.93,0.99,4,136,4,0,0,0,hr,low
3941,0,0,0.9,0.6,4,252,3,0,0,0,support,low
7047,0,0,0.92,0.82,4,207,4,0,0,0,sales,low
3046,0,0,0.66,0.81,4,148,4,0,0,0,product_mng,low
340,1,1,0.09,0.89,7,308,5,0,1,0,hr,medium
12910,0,0,0.79,0.49,3,273,3,0,0,0,sales,medium
14365,1,1,0.39,0.48,2,160,3,0,1,0,sales,low
1051,1,1,0.09,0.92,6,261,4,0,1,0,IT,medium
8700,0,0,0.62,0.68,3,253,5,1,0,0,RandD,low
9002,0,0,0.9,0.9,3,147,3,1,0,0,RandD,medium
4177,0,0,0.45,0.88,5,268,3,1,0,0,support,medium
9255,0,0,0.71,0.48,3,161,3,0,0,0,sales,low
2689,0,0,0.59,0.71,2,176,2,1,0,0,sales,medium
7846,0,0,0.73,0.62,5,134,3,0,0,0,IT,high
4995,0,0,0.67,0.55,5,193,3,0,0,0,technical,low
2999,0,0,0.83,0.77,3,228,3,0,0,0,sales,medium
3389,0,0,0.43,0.72,3,258,4,0,0,0,hr,medium
95,1,1,0.37,0.51,2,155,3,0,1,0,sales,low
11265,0,0,0.18,0.75,3,142,2,0,0,0,product_mng,low
2261,0,0,0.83,0.54,4,259,5,0,0,0,support,medium
3062,0,0,0.76,0.9,5,142,3,0,0,0,marketing,low
6683,0,0,0.51,0.5,2,235,2,0,0,0,technical,medium
13736,0,0,0.83,0.67,3,175,3,0,0,0,product_mng,medium
9196,0,0,0.72,0.57,2,248,2,0,0,0,technical,low
4318,0,0,0.84,0.9,4,237,2,0,0,0,technical,low
14409,1,1,0.1,0.89,7,285,4,0,1,0,technical,low
14205,0,0,0.22,0.94,3,193,10,0,0,1,management,high
8138,0,0,0.64,0.53,4,133,3,0,0,0,support,low
10962,0,0,0.65,0.79,5,233,3,0,0,0,support,low
10569,0,0,0.84,0.62,4,138,3,0,0,0,technical,low
9523,0,0,0.83,0.8,5,223,3,0,0,0,technical,low
3757,0,0,0.63,0.89,4,192,2,0,0,0,sales,high
4278,0,0,0.83,0.88,3,217,2,1,0,0,support,high
7216,0,0,0.72,0.62,4,252,2,1,0,0,technical,medium
9607,0,0,0.97,0.6,3,169,2,1,0,0,product_mng,low
12421,1,1,0.1,0.94,6,287,4,0,1,0,technical,medium
818,1,0,0.89,0.79,3,149,2,0,1,0,support,medium
1196,1,1,0.37,0.55,2,159,3,0,1,0,support,medium
14607,1,1,0.46,0.57,2,139,3,0,1,0,sales,low
8451,0,0,0.22,0.89,6,278,5,1,0,0,support,medium
13407,0,0,0.22,0.7,2,274,10,0,0,0,sales,high
6492,0,0,0.64,0.57,4,217,3,0,0,0,marketing,high
8136,0,0,0.67,0.83,3,148,3,0,0,0,support,low
12546,1,1,0.37,0.47,2,149,3,0,1,0,sales,low
5990,0,0,0.68,0.57,5,187,4,0,0,0,technical,high
12108,1,1,0.71,0.87,3,177,4,0,1,0,hr,medium
2633,0,0,0.78,0.59,3,212,2,0,0,0,technical,low
2126,0,0,0.73,0.52,4,162,3,0,0,0,product_mng,low
6250,0,0,0.49,0.94,5,136,3,0,0,0,product_mng,medium
1361,1,1,0.75,0.89,5,272,5,0,1,0,IT,medium
11684,0,0,0.69,0.85,3,153,10,0,0,0,support,medium
2281,0,0,0.18,0.94,3,187,6,1,0,0,product_mng,low
2883,0,0,0.57,0.6,3,202,3,0,0,0,technical,medium
13859,0,0,0.17,0.66,6,174,3,0,0,0,sales,medium
1732,1,1,0.84,0.97,5,256,5,0,1,0,support,low
13922,0,0,0.82,0.9,3,215,4,0,0,0,management,high
10344,0,0,0.53,0.61,4,182,3,0,0,0,technical,low
7097,0,0,0.58,0.96,3,192,4,0,0,0,RandD,medium
12808,0,0,0.79,0.44,2,236,3,0,0,0,IT,medium
6381,0,0,0.89,0.62,5,196,3,0,0,0,support,low
4971,0,0,0.63,0.74,4,155,2,0,0,0,sales,medium
10461,0,0,0.97,0.62,3,167,3,0,0,0,management,low
8051,0,0,0.74,0.79,5,241,3,0,0,0,technical,low
6395,0,0,0.84,0.52,5,189,2,1,0,0,IT,low
11669,0,0,0.69,0.43,5,113,8,0,0,0,technical,medium
770,1,1,0.1,0.83,6,300,4,0,1,0,marketing,medium
2798,0,0,0.49,1.0,3,176,3,0,0,0,support,medium
1359,1,1,0.46,0.46,2,145,3,0,1,0,IT,high
365,1,1,0.91,0.87,4,235,5,0,1,0,technical,low
1154,1,1,0.39,0.53,2,131,3,0,1,0,sales,medium
5537,0,0,0.35,0.41,6,244,3,0,0,0,technical,low
379,1,1,0.77,0.93,4,231,5,0,1,0,hr,medium
12196,1,1,0.27,0.54,7,278,3,0,1,0,technical,low
12034,1,1,0.84,0.87,4,246,6,0,1,0,hr,low
6835,0,0,0.8,0.62,3,171,3,0,0,0,technical,low
9275,0,0,0.94,0.51,5,142,2,0,0,0,technical,low
11910,0,0,0.37,0.92,4,211,7,0,0,0,sales,high
3509,0,0,0.82,0.95,3,203,3,0,0,0,RandD,medium
1746,1,1,0.11,0.89,6,272,4,0,1,0,product_mng,medium
11243,0,0,0.49,0.57,3,192,3,0,0,0,technical,medium
345,1,1,0.1,0.86,6,278,4,0,1,0,technical,high
7922,0,0,0.48,0.94,3,185,2,1,0,0,IT,medium
10395,0,0,0.16,0.76,6,210,5,0,0,0,sales,medium
8810,0,0,0.65,0.63,3,237,3,0,0,0,hr,medium
3698,0,0,0.42,0.86,2,108,5,0,0,0,technical,high
415,1,1,0.42,0.48,2,155,3,0,1,0,hr,medium
14401,1,1,0.09,0.8,7,283,5,0,1,0,technical,low
5369,0,0,0.76,0.82,4,172,3,1,0,0,sales,medium
7818,0,0,0.76,0.9,3,279,6,0,0,0,hr,medium
4610,0,0,0.89,0.98,3,220,3,0,0,0,accounting,low
13646,0,0,0.54,0.52,4,173,2,0,0,0,marketing,medium
5160,0,0,0.52,0.81,3,253,2,0,0,0,support,medium
12158,1,1,0.39,0.5,2,136,3,0,1,0,management,low
80,1,1,0.45,0.54,2,140,3,0,1,0,support,low
3865,0,0,0.6,0.82,4,272,3,0,0,0,support,low
8675,0,0,0.31,0.79,2,193,4,0,0,0,support,low
1455,1,1,0.45,0.55,2,155,3,0,1,0,technical,low
6170,0,0,0.7,0.72,4,202,3,0,0,0,IT,medium
2752,0,0,0.82,0.55,3,217,4,1,0,0,technical,medium
7154,0,0,0.56,0.54,3,232,2,0,0,0,support,low
7372,0,0,0.44,0.69,2,173,2,0,0,0,technical,medium
4811,0,0,0.6,0.81,4,245,3,1,0,0,support,medium
6506,0,0,0.94,0.99,3,207,2,0,0,0,sales,medium
7108,0,0,0.76,0.93,4,187,4,0,0,0,marketing,low
9374,0,0,0.99,0.99,3,228,4,0,0,0,IT,low
10828,0,0,0.62,0.7,2,134,3,0,0,0,product_mng,low
14563,1,1,0.91,0.91,4,262,6,0,1,0,support,low
1661,1,1,0.36,0.56,2,140,3,0,1,0,technical,medium
14246,1,1,0.1,0.94,6,255,4,0,1,0,technical,low
8886,0,0,0.62,0.87,3,151,2,1,0,0,hr,medium
2725,0,0,0.68,0.6,2,192,6,0,0,0,support,low
2873,0,0,0.77,0.93,5,182,4,0,0,0,support,medium
3144,0,0,0.5,0.75,5,255,3,0,0,0,sales,medium
8626,0,0,0.51,0.95,3,187,2,0,0,0,marketing,low
7255,0,0,0.51,0.5,5,176,5,0,0,0,support,medium
14637,1,1,0.74,0.92,4,261,5,0,1,0,technical,medium
582,1,1,0.74,0.87,5,242,5,0,1,0,support,medium
11676,0,0,0.92,0.68,4,138,7,0,0,0,sales,medium
12491,1,1,0.39,0.51,2,151,3,0,1,0,hr,medium
1485,1,1,0.11,0.88,7,253,4,0,1,0,hr,low
6068,0,0,0.94,0.97,2,221,2,0,0,0,technical,medium
2816,0,0,0.95,0.45,3,225,2,0,0,0,product_mng,low
9296,0,0,0.72,0.79,4,154,3,0,0,0,IT,medium
13662,0,0,0.74,0.77,3,211,3,0,0,0,management,high
13312,0,0,0.16,0.61,6,269,2,0,0,0,accounting,high
6142,0,0,0.49,0.83,4,194,3,0,0,0,technical,medium
1840,1,1,0.1,0.97,7,306,4,0,1,0,marketing,low
8509,0,0,0.6,0.98,4,192,3,0,0,0,technical,low
11429,0,0,0.78,0.57,4,157,3,0,0,0,accounting,low
9023,0,0,0.91,0.38,5,279,5,0,0,0,sales,low
155,1,1,0.11,0.8,6,304,4,0,1,0,accounting,low
3803,0,0,0.69,0.93,3,233,3,0,0,0,IT,medium
13535,0,0,0.23,0.94,5,242,4,0,0,0,support,medium
10818,0,0,0.63,0.49,4,151,3,0,0,0,technical,medium
5610,0,0,0.52,0.68,3,162,4,1,0,0,technical,low
9639,0,0,0.99,0.47,3,152,5,0,0,0,sales,low
583,1,1,0.44,0.56,2,145,3,0,1,0,support,medium
11899,0,0,0.74,0.94,4,157,2,0,0,0,sales,medium
10322,0,0,0.88,0.75,4,201,2,0,0,0,sales,medium
4557,0,0,0.52,0.77,3,142,2,0,0,1,support,low
455,1,1,0.44,0.53,2,127,3,0,1,0,RandD,medium
7270,0,0,0.98,0.86,2,219,4,0,0,0,sales,low
5403,0,0,0.68,0.81,3,166,2,0,0,0,IT,medium
12270,1,1,0.44,0.51,2,127,3,0,1,0,technical,medium
3190,0,0,0.55,0.63,4,218,2,0,0,0,management,medium
9325,0,0,0.55,0.54,5,168,2,0,0,0,sales,low
5913,0,0,0.55,0.5,4,179,3,0,0,0,technical,low
12938,0,0,0.97,0.93,3,153,2,0,0,0,technical,low
3125,0,0,0.84,0.79,4,222,3,0,0,0,RandD,low
7632,0,0,0.55,0.61,4,272,4,1,0,0,marketing,low
2400,0,0,0.97,0.4,4,258,4,1,0,0,technical,medium
13185,0,0,0.37,0.86,6,260,3,0,0,0,technical,medium
1054,1,1,0.09,0.84,6,258,4,0,1,0,IT,low
2361,0,0,0.48,0.61,2,121,2,0,0,0,RandD,medium
7536,0,0,0.51,0.93,3,162,4,0,0,0,support,medium
6541,0,0,0.67,0.65,5,242,3,0,0,0,support,low
6158,0,0,0.6,0.79,5,154,2,0,0,0,support,low
1329,1,1,0.1,0.81,6,252,4,0,1,0,hr,low
7775,0,0,0.67,0.94,2,192,3,0,0,0,product_mng,low
9724,0,0,0.69,0.73,4,233,2,0,0,0,accounting,low
367,1,1,0.4,0.56,2,131,3,0,1,0,IT,low
9540,0,0,0.71,0.55,4,273,3,1,0,0,RandD,medium
9187,0,0,0.9,0.55,4,211,3,0,0,0,accounting,medium
7373,0,0,0.2,0.52,5,218,5,0,0,0,technical,medium
5534,0,0,0.86,0.87,4,183,3,0,0,0,technical,low
3415,0,0,0.63,0.61,3,234,3,1,0,0,technical,medium
3432,0,0,0.47,0.6,4,263,5,0,0,0,RandD,low
2629,0,0,0.93,0.88,4,177,3,0,0,0,technical,low
2296,0,0,0.52,0.53,2,163,2,0,0,0,marketing,low
202,1,1,0.76,1.0,5,219,5,0,1,0,support,low
10427,0,0,0.71,0.76,3,134,3,1,0,0,support,low
1689,1,1,0.38,0.51,2,141,3,0,1,0,sales,low
5401,0,0,0.79,0.58,4,191,6,0,0,0,technical,low
4131,0,0,0.95,0.59,2,154,4,0,0,0,sales,high
13378,0,0,0.55,0.96,3,194,3,0,0,0,product_mng,medium
1695,1,1,0.78,0.96,5,272,5,0,1,0,sales,low
11339,0,0,0.76,0.81,4,242,2,0,0,0,IT,low
6480,0,0,0.52,0.69,4,164,2,0,0,0,IT,medium
8246,0,0,0.61,0.7,3,225,3,0,0,0,accounting,low
13295,0,0,0.93,0.94,4,233,6,0,0,0,IT,medium
4985,0,0,0.49,0.81,4,233,3,0,0,0,sales,low
2967,0,0,0.58,0.8,5,187,3,1,0,0,product_mng,low
4782,0,0,0.67,0.81,4,168,2,0,0,0,support,high
